username,pet_breed,age,size,gender,latitude,longitude
1849,Shih Tzu,1,small,Male,23.739487323673448,32.16396803677732
9040,Rottweiler,8,large,Female,26.61099410111625,35.10749704051859
2292,Maltese,14,small,Female,27.087709560175682,29.46039721367322
9720,Maltese,14,small,Female,22.818337639767112,31.625804202743566
7358,Bulldog,10,medium,Male,30.164599460989102,28.63448009191957
6139,Doberman Pinscher,3,large,Female,30.780703510508168,33.5796444477498
4845,Labrador Retriever,7,large,Female,25.186193069087864,34.947145304272965
7617,Labrador Retriever,8,large,Male,25.60691756239667,31.070837706581926
2046,Pomeranian,4,small,Male,26.913844853176727,33.68473627304818
1765,French Griffon,10,small,Male,30.12741530463855,26.006214187330098
3386,Labrador Retriever,15,large,Male,27.004807687961915,33.91590973256441
9897,Boxer,15,medium,Female,27.147099246558223,27.922347668939697
5548,Shih Tzu,8,small,Female,27.71640320066814,29.575873604271127
9659,Pomeranian,12,small,Male,28.47414411442196,32.23434218775887
9419,Yorkshire Terrier,4,small,Male,28.962137632301413,27.18846671797932
5065,Beagle,14,small,Female,25.10123448406051,29.44477853579424
2668,Great Dane,13,large,Female,29.384122255297058,25.044124195214092
7483,Golden Retriever,8,large,Male,23.125421185732176,32.919955912830176
9096,Labrador Retriever,14,large,Female,23.190410085772918,27.54767590568596
6477,Maltese,15,small,Male,22.26716417463465,27.811189840263225
1230,Siberian Husky,13,medium,Female,28.185741214697863,28.67225044099311
5915,Bulldog,3,medium,Male,22.711954915305014,27.994732123734863
4702,Beagle,14,small,Female,26.62912428531981,30.66801853194201
3920,Border Collie,13,medium,Female,30.159265576218534,32.744437598407345
8023,Yorkshire Terrier,10,small,Male,25.781094192709553,34.74274621645352
9476,Maltese,7,small,Male,22.89085485685662,29.13249473887302
9127,Labrador Retriever,7,large,Female,25.32719733965763,32.67759336296817
3927,Border Collie,4,medium,Male,30.508334758177583,32.36624890460523
8339,French Griffon,6,small,Male,28.498152541321236,34.51180171769143
4884,Great Dane,2,large,Male,22.17339165776934,29.607278182618835
5341,French Griffon,14,small,Male,28.06626040443847,33.656153229553766
6206,Bulldog,14,medium,Female,29.993548991061907,33.17416418010907
8740,Chihuahua,12,small,Female,26.72340430371043,33.98639109555883
9392,Maltese,3,small,Male,22.040111053879635,27.954872247797535
5667,Shih Tzu,9,small,Female,25.946171184074267,27.222256866006195
3899,German Shepherd,9,large,Female,26.968926749480076,28.513562861191897
5716,Boxer,5,medium,Female,25.818297611935392,35.60151416378089
7441,Yorkshire Terrier,11,small,Male,28.162573140208746,25.56232882029077
3387,Chihuahua,5,small,Male,27.740013502330203,31.4257532586408
5722,Chihuahua,3,small,Female,23.278147933028723,25.485968555821586
2139,Border Collie,14,medium,Female,26.742806274163748,25.266194672514644
4044,Boxer,6,medium,Male,24.95251201017124,32.52893309711119
9036,Golden Retriever,13,large,Male,30.390027942479684,26.431384687766982
6403,French Bulldog,5,small,Female,26.321865686227298,29.862573078779768
8960,Dachshund,12,small,Male,24.52360743028137,25.550400480077386
9021,Bulldog,9,medium,Female,28.64050848857289,34.837890857408304
5151,French Griffon,10,small,Male,28.03789047387353,27.319150594999023
6369,Shih Tzu,13,small,Male,24.292539475497378,30.44524691951834
4747,Rottweiler,5,large,Male,27.9972860327988,35.82423672308905
2302,Chihuahua,9,small,Male,24.587808361914135,35.088760278409914
2854,Bulldog,10,medium,Male,27.54185231740556,31.958444735633737
5534,Chihuahua,8,small,Female,25.102190067413765,35.29108063745352
3039,Maltese,11,small,Male,27.766642060529946,28.011466841405525
5898,Golden Retriever,1,large,Female,22.844310989822045,35.144635412393185
6187,Great Dane,12,large,Male,23.97210289631953,25.379351723269657
5572,Poodle,6,small,Male,28.43849079108638,30.457468851273315
2985,Rottweiler,14,large,Female,23.26434023722893,26.490168757428016
4362,Pomeranian,6,small,Female,27.630060590769347,26.01105287345321
9270,Siberian Husky,13,medium,Male,23.1730302354162,32.286405272749555
6618,Doberman Pinscher,13,large,Female,22.36852932022021,25.653128582635336
1642,Yorkshire Terrier,4,small,Female,26.983540459361198,25.506739459890905
2091,German Shepherd,13,large,Female,23.194506057902252,28.552702975938626
7726,Boxer,10,medium,Male,22.656467653713385,31.931033943518656
9927,French Bulldog,4,small,Female,30.55045183571624,25.113923531150682
8656,Golden Retriever,11,large,Female,23.7237038600154,29.173032659042736
7384,Chihuahua,1,small,Female,24.27307374372812,33.269557676245725
8836,Pomeranian,13,small,Male,27.239021690010347,35.55911045585663
1842,Border Collie,12,medium,Female,22.29823348610377,27.581413924777326
1078,Great Dane,14,large,Female,22.820244803190587,33.71868457540685
2837,French Bulldog,6,small,Female,23.11921431538188,33.74206921761086
5143,Shih Tzu,2,small,Female,24.155778374296887,32.40410505828064
3070,Poodle,5,small,Male,30.23722726716848,29.214199532864065
4722,Labrador Retriever,13,large,Male,25.554486712732057,34.20262330395425
3569,Pomeranian,2,small,Male,26.963979683968088,31.0127219429684
5609,French Bulldog,7,small,Female,22.119208678950734,29.429292522484243
4578,Rottweiler,15,large,Female,30.892011321279867,32.10592978507766
2113,Bulldog,8,medium,Female,22.133553672566205,33.52458643014948
7522,Border Collie,14,medium,Female,27.506748679418003,28.13208629101592
2479,Poodle,13,small,Male,22.96186383746404,28.581653417229507
5996,French Griffon,11,small,Female,29.04167554810479,28.64617405265296
5014,French Griffon,13,small,Female,27.299836164883466,34.182742560135694
1145,Dachshund,4,small,Female,28.738650577202073,27.927142302330232
1229,Doberman Pinscher,7,large,Male,25.976953963322188,32.909495355378915
4492,Great Dane,11,large,Female,25.891388887258135,35.306039446207734
8609,Great Dane,9,large,Female,26.022370321884797,26.191667623719663
6881,Maltese,5,small,Male,24.175226528972672,26.177593597301872
1880,Pomeranian,3,small,Male,28.65081294269421,31.146143884885227
6997,French Bulldog,10,small,Female,29.018374513638754,27.62732022711954
8511,Border Collie,7,medium,Female,22.315792617258012,34.57727357280972
2557,French Bulldog,1,small,Male,25.16795961194382,33.44135927637228
1132,French Bulldog,11,small,Female,26.243724911041927,25.48266408404022
1198,Chihuahua,11,small,Female,29.69367696785146,33.882071089006
8179,Dachshund,6,small,Male,28.92864923429439,33.120003419142485
3261,Shih Tzu,1,small,Female,30.085971436425595,29.69242709466862
6874,Yorkshire Terrier,6,small,Female,29.368105880975364,34.16201756673511
8219,Labrador Retriever,2,large,Male,27.957797205575165,34.50594952681819
2367,Golden Retriever,10,large,Male,24.542038885715247,35.826012530560426
2955,Bulldog,8,medium,Male,23.603141104198578,28.854627400838037
4880,Maltese,8,small,Female,27.963851455471602,30.611171160361863
6488,Pomeranian,15,small,Female,24.578126015797178,35.9809998547023
5829,Golden Retriever,4,large,Male,26.076462529598356,33.21349081514706
8512,Golden Retriever,8,large,Male,22.960724682061127,33.64385337643323
8188,Pomeranian,9,small,Male,26.435729589049718,32.335428213221135
7948,French Griffon,3,small,Female,28.045856227803334,34.612865864449994
5549,Yorkshire Terrier,6,small,Male,28.03193831497867,31.231903162388456
3939,French Bulldog,2,small,Male,24.90004958954274,30.84066038992057
3805,Beagle,3,small,Male,30.679810061156168,33.69626986840088
9066,Boxer,4,medium,Male,30.292387691361277,26.303765907706868
2878,Labrador Retriever,1,large,Male,25.700707291710163,29.287694454685195
5617,Poodle,15,small,Female,28.780430148170602,33.30566735472737
8581,Chihuahua,7,small,Female,30.05922339885208,28.73159589430178
1918,Chihuahua,14,small,Male,26.221271801539622,28.766287159763554
7569,Siberian Husky,14,medium,Female,30.611803580172044,34.55444546552462
4846,Rottweiler,6,large,Female,25.14882501627573,33.05722121430295
9019,French Griffon,1,small,Female,30.70225857724826,33.64822047440391
4180,Yorkshire Terrier,2,small,Female,27.610298625594226,32.09723370225683
4572,Chihuahua,7,small,Male,22.22134064450677,35.09684654140187
7647,Boxer,6,medium,Male,25.615524408336768,27.530188158769633
6652,Yorkshire Terrier,5,small,Female,28.282508271601863,31.521179928767083
8650,Boxer,12,medium,Male,29.792235234335262,30.549632796385033
1053,Beagle,6,small,Female,26.796694048102694,29.558991214301443
7342,Maltese,14,small,Male,27.78987240295539,25.10000172851326
6710,Yorkshire Terrier,1,small,Female,24.004854811105762,34.651439522659146
4454,Rottweiler,3,large,Female,23.78350588518206,33.452154340325286
8785,Yorkshire Terrier,4,small,Male,28.854282191735027,28.587596405002678
3620,Australian Shepherd,10,medium,Female,23.44036680802277,28.06056856926346
6133,Golden Retriever,1,large,Male,26.458898430658742,35.59338356088415
1800,Boxer,6,medium,Female,22.9655656144702,32.67692390477442
9591,Bulldog,13,medium,Female,30.82694345133579,28.998932185933555
1904,Dachshund,3,small,Female,29.7331251492831,34.5274894071955
6965,French Griffon,6,small,Female,23.670740875501966,27.336338424642843
9633,Chihuahua,8,small,Male,24.684385204970823,27.74692407157999
5093,Golden Retriever,1,large,Female,24.197680088797675,35.9405799577555
4589,Bulldog,9,medium,Male,23.88242496209588,33.71059018515709
2409,German Shepherd,9,large,Male,26.515802751470424,28.915943902566745
8221,Bulldog,13,medium,Male,24.306845262199452,34.73719812282855
7446,Maltese,2,small,Female,26.944121365127028,25.219421804721904
4435,Labrador Retriever,8,large,Male,24.27550127230772,32.32326499047882
6868,Dachshund,1,small,Female,30.373827901583496,27.586609746390803
2571,Pomeranian,11,small,Male,30.673290658031593,32.08748304605678
8771,German Shepherd,11,large,Male,26.777633045050617,34.430901411457484
5405,Boxer,5,medium,Male,28.37299159010803,34.02495197633333
1064,Yorkshire Terrier,8,small,Female,27.80224224893919,30.438411358654246
4487,Siberian Husky,2,medium,Female,27.12760686860455,35.63312194887521
4602,Australian Shepherd,15,medium,Female,27.668660157562226,26.12807679504054
5176,Dachshund,1,small,Male,25.87819084862186,34.201801976883004
7781,Shih Tzu,10,small,Male,27.867401037988667,27.581698690924224
2097,Labrador Retriever,13,large,Female,26.723855425828578,33.46866464867797
4376,Golden Retriever,8,large,Female,24.039209658404168,32.48916977182395
2764,Golden Retriever,8,large,Female,23.54449369267129,29.25447253053662
6707,Poodle,10,small,Female,25.111021326784577,29.547928927988302
3974,Great Dane,13,large,Male,30.780588263929396,29.008651254072667
3205,French Bulldog,11,small,Male,27.279830582749348,25.734514166832074
4084,Boxer,8,medium,Male,23.030665194407266,31.83821385406561
3578,Bulldog,12,medium,Female,28.440148716391164,31.18295999446486
4920,Beagle,10,small,Male,24.143292179357978,25.28675269286865
6496,German Shepherd,12,large,Female,30.976459499060347,31.77209382697152
2187,Doberman Pinscher,15,large,Male,28.11118334269909,28.299903931075182
4234,Bulldog,10,medium,Male,23.867369726699433,25.751521035747036
1291,French Griffon,1,small,Male,28.302114103682445,28.822708994150897
9893,Beagle,8,small,Female,30.93729106592338,26.668253744314697
1444,Maltese,11,small,Female,22.92388216749462,28.423505896035543
8264,Australian Shepherd,9,medium,Female,23.578627000942454,25.43656846552693
9452,Australian Shepherd,12,medium,Male,27.3500376534846,30.527338742683686
7381,Pomeranian,6,small,Female,22.74529639341048,28.39085364129634
9445,Great Dane,10,large,Male,25.42078771371659,29.375317352889162
7229,Poodle,15,small,Female,30.260098232963617,29.259114412211847
1865,Siberian Husky,10,medium,Male,23.20593989049876,25.598790617377755
1963,Maltese,4,small,Female,26.68084306156471,35.24917906414196
5279,German Shepherd,3,large,Female,28.30927107288037,27.921029968176004
4734,Poodle,4,small,Male,29.747560955169366,32.94851686324498
3102,French Bulldog,13,small,Female,25.319749320943018,34.377565809401865
9904,French Griffon,1,small,Male,28.553470056287654,26.682589466904943
4616,Bulldog,14,medium,Female,29.498510663576305,30.330563367705896
2926,Poodle,11,small,Female,27.63238260679864,25.152723663550077
8713,Australian Shepherd,12,medium,Female,30.284887011347863,32.89623456921285
8869,Doberman Pinscher,15,large,Male,29.19561819568398,33.70632142931942
9414,Labrador Retriever,1,large,Female,28.86184348174498,33.95313346603885
5124,Beagle,10,small,Male,30.753805534083313,28.749417282989768
9691,Great Dane,1,large,Male,30.31390124330607,27.488305666994478
7763,French Griffon,6,small,Female,28.557679469258037,32.126648659116135
5700,Doberman Pinscher,7,large,Male,27.004485504678996,32.935880403834986
9706,Doberman Pinscher,9,large,Female,24.364809992777843,32.69680685218021
8849,Shih Tzu,4,small,Female,29.659235298011296,28.576783622418343
5300,Beagle,9,small,Male,28.352477170460833,31.006180312421577
5527,Boxer,13,medium,Female,24.292914554875914,31.75750475685266
3032,Bulldog,8,medium,Male,25.16785096105107,27.008891094948876
6077,Pomeranian,3,small,Male,26.020249543377,33.14656558385432
9863,Australian Shepherd,11,medium,Male,30.95514908575542,31.837756382695957
6505,Maltese,12,small,Female,22.664280269289172,32.426674902698224
9275,Great Dane,14,large,Male,30.00927900817188,27.728062233102087
2881,Dachshund,7,small,Male,23.639237454386937,27.948536095254376
2969,Border Collie,2,medium,Male,23.359259385152317,33.57308333479178
1960,Siberian Husky,1,medium,Female,25.37155745183656,28.251527809678443
8498,Labrador Retriever,7,large,Female,22.835246775802453,31.336127648392182
5318,Maltese,7,small,Female,23.461971347718347,32.4413175455339
4987,Chihuahua,14,small,Female,26.39297500649045,29.522856318311714
9294,Golden Retriever,2,large,Male,23.697559535822553,31.98655052611561
1141,Labrador Retriever,8,large,Female,25.631577924745486,31.68288795460089
5059,Yorkshire Terrier,2,small,Female,29.173036940273676,35.83406043806058
5857,Yorkshire Terrier,8,small,Male,28.36972501576235,28.32942480513607
4881,French Griffon,5,small,Male,30.144012899772523,32.42722559152205
6382,Boxer,8,medium,Male,26.57833634618082,33.6807057860609
8185,Australian Shepherd,12,medium,Male,27.45911009610501,30.235825317799552
6757,Dachshund,13,small,Male,30.10148997113737,33.31886128579394
7815,Rottweiler,14,large,Male,26.966185326948747,35.725503451927416
9480,Bulldog,14,medium,Male,28.105183749524556,27.47079257718041
3061,Bulldog,9,medium,Female,22.193789257637786,35.12245570096849
7276,Australian Shepherd,15,medium,Female,23.814491163077737,30.3964056754797
2866,Bulldog,8,medium,Female,27.158629298596072,29.69364478096579
3072,Doberman Pinscher,12,large,Female,27.471889919743017,30.47548898296293
5460,Boxer,10,medium,Male,25.082773953999205,27.059204067765467
6194,Boxer,5,medium,Male,25.25596832463614,27.90047637163543
3412,French Bulldog,1,small,Male,30.091060984507166,27.865365422742123
6144,Maltese,4,small,Female,30.95334440012129,25.1042829161755
8950,Chihuahua,4,small,Male,25.108229762273925,27.580310413470958
5543,Golden Retriever,13,large,Male,22.218163083307985,34.9429487722062
8003,Bulldog,13,medium,Female,24.825243276643732,27.426563011922006
2927,French Bulldog,14,small,Female,23.716411830153234,26.928549864936457
9819,Rottweiler,1,large,Male,27.307286652546143,25.230303290942583
9786,Chihuahua,3,small,Female,22.161028724219317,28.40607952419397
1680,Chihuahua,11,small,Male,24.725701874175492,25.324280384807157
3833,Great Dane,5,large,Male,24.570000717805556,31.686185534163226
4357,Pomeranian,15,small,Female,28.40879221817107,25.209592070401722
1403,Dachshund,8,small,Male,27.578789621334373,29.88941154224234
4417,Bulldog,2,medium,Female,30.03935985378113,32.46994020970365
9509,Border Collie,6,medium,Male,24.845212523679862,32.12251817377372
8580,Australian Shepherd,5,medium,Female,26.430474845142285,33.27058750175297
7154,Great Dane,14,large,Male,28.46523096568266,27.493593524235486
8245,Great Dane,10,large,Female,26.556881678284938,31.97326457995048
5800,Pomeranian,4,small,Female,29.199432682800076,34.89402298284647
7678,Australian Shepherd,1,medium,Male,25.455502833629186,32.81181801326511
9547,Shih Tzu,2,small,Female,29.937115274928324,33.72923345443752
6315,Doberman Pinscher,6,large,Female,28.49541750526118,30.06122273438532
1612,Boxer,3,medium,Female,26.55922206303925,29.808989828030096
6862,German Shepherd,2,large,Female,30.044925236574713,28.144075636036952
6861,Beagle,14,small,Female,26.927327625073623,28.060546773164464
5831,Pomeranian,10,small,Female,30.87157064583532,27.008088025530068
5795,Rottweiler,14,large,Male,23.10288975653161,28.24128896153746
8140,Yorkshire Terrier,15,small,Female,24.10054058101817,31.954330901246475
1261,Doberman Pinscher,11,large,Female,23.749894950309205,30.25628877368579
5260,Rottweiler,12,large,Male,26.24247450278976,35.81686139260441
8134,French Griffon,11,small,Male,30.163072757362304,33.91825772378988
9510,Pomeranian,15,small,Female,26.50993776623767,31.071731480865417
5680,Pomeranian,12,small,Female,28.576831554117998,25.164008936105088
2804,Australian Shepherd,6,medium,Female,26.51230041629625,29.74687787107253
4667,French Griffon,12,small,Female,27.19472893813293,30.197317521961082
5054,Yorkshire Terrier,5,small,Male,22.327005290913984,25.50929739401316
5823,Great Dane,11,large,Male,26.237221747112763,35.453228073228374
7089,Australian Shepherd,1,medium,Male,27.33438337359842,30.534123556074356
7848,Golden Retriever,5,large,Female,23.910512033040305,31.11065507262764
9067,Boxer,2,medium,Female,25.975501792149494,34.71776265881565
8611,Boxer,9,medium,Female,27.369867871760455,26.275439044152268
3478,French Griffon,7,small,Female,22.19927448171545,25.81486706486795
4744,Boxer,4,medium,Female,25.599555811725708,28.251261479484725
9700,Shih Tzu,10,small,Female,25.08744128799081,28.034973556475315
2072,Pomeranian,15,small,Male,30.296794032979726,32.682151298459914
2472,Border Collie,2,medium,Male,22.30641639327815,32.76494985085817
6228,Bulldog,3,medium,Female,28.752387215843893,28.381238801058053
5796,Bulldog,7,medium,Male,29.98120283337417,33.33527630154902
8600,Dachshund,13,small,Male,28.441855960581897,25.091736512386763
2555,German Shepherd,4,large,Female,25.576340245937924,26.521743275223645
2385,Australian Shepherd,8,medium,Female,24.129833255636925,26.814244784834642
1234,Siberian Husky,9,medium,Female,25.9015279500547,35.84104716050483
9854,Great Dane,15,large,Male,27.931527136028574,27.422562038469753
7679,Bulldog,15,medium,Female,27.802722843034555,29.708503811556874
2706,Siberian Husky,3,medium,Male,27.4936878993222,33.91114608199948
1940,Maltese,13,small,Male,27.407795837415467,29.000082176289673
9385,Beagle,7,small,Male,24.07584534908733,28.96361836217973
5135,Shih Tzu,10,small,Female,28.27548374711964,27.032816709159782
2550,German Shepherd,8,large,Female,30.18774129345391,30.89453769258139
8173,Rottweiler,7,large,Female,23.90645169314748,26.172368667489863
3877,Border Collie,8,medium,Male,24.946374819912897,26.71773065732096
4135,Yorkshire Terrier,3,small,Male,27.681425787558794,28.12470744268921
4970,Beagle,15,small,Male,24.4831017577392,25.0173206731636
3148,Border Collie,14,medium,Female,28.11546975612206,29.377297579185665
2457,Maltese,14,small,Female,25.673011251195266,32.7146857007139
5051,French Griffon,8,small,Female,29.089259031576514,26.675385073111837
6559,Maltese,5,small,Female,25.43117773692212,30.50501478839604
6823,Yorkshire Terrier,12,small,Female,24.475873230000513,29.942268615915847
5165,Dachshund,5,small,Female,24.90069991687547,30.000724307603704
6831,Rottweiler,10,large,Male,28.622642754596995,25.489364665015003
1349,Great Dane,14,large,Female,27.510430847132014,35.47725126037599
8152,Yorkshire Terrier,12,small,Male,26.414238305268466,31.73002322788534
8506,Beagle,11,small,Male,26.33138850033087,26.368795277942844
2294,Siberian Husky,10,medium,Female,24.666966259874666,31.559373279166536
1165,Pomeranian,1,small,Male,27.341071957344973,25.416751381846563
1208,Rottweiler,1,large,Male,25.064580301476408,29.89747985201441
5672,French Griffon,13,small,Male,29.17869284486665,27.236593703937
5179,Great Dane,13,large,Female,24.71906009317276,34.42849345630803
4023,Beagle,9,small,Male,23.8404934873154,35.85042285365884
9390,Boxer,2,medium,Male,30.225128734440382,35.787559011172334
1627,Rottweiler,13,large,Female,24.22348003177361,30.531920913507257
9218,Chihuahua,15,small,Female,29.64525298712459,25.18718174064637
5626,Labrador Retriever,1,large,Female,24.40846408509615,33.05595594944383
7155,Pomeranian,11,small,Male,29.34423682483191,30.266321133976128
4238,Shih Tzu,2,small,Female,30.822371120714806,34.20688153210095
9227,French Griffon,13,small,Male,29.646102459075085,29.607864832666607
8545,Labrador Retriever,6,large,Male,24.428862383669667,34.42335935989547
1036,Siberian Husky,8,medium,Female,29.415907960084716,31.333732475774855
4015,Poodle,12,small,Male,24.30174034764159,35.986833307649235
8240,Chihuahua,15,small,Female,25.74117543427087,34.081183406887675
5908,Yorkshire Terrier,8,small,Female,28.688405762078432,35.32157943332092
4967,German Shepherd,12,large,Female,26.12116870939386,25.72810814556754
2630,Yorkshire Terrier,13,small,Male,30.67651615658258,35.63395050593395
3785,Chihuahua,14,small,Male,22.3118705509377,31.740869070902367
9759,Dachshund,9,small,Male,22.490848639837452,34.73430197397234
7064,Golden Retriever,10,large,Male,30.35683227915441,30.983572685110655
8945,Great Dane,14,large,Male,26.11997317727903,27.088362204056896
9515,Rottweiler,11,large,Female,22.12873632673161,29.739537544929664
8132,Australian Shepherd,1,medium,Male,30.381950287395668,29.369347648425208
8090,German Shepherd,4,large,Female,24.393888506694374,26.47049285362543
9025,French Griffon,6,small,Female,30.143952551090916,35.087794136969606
3083,Labrador Retriever,4,large,Female,22.056436685978557,33.339398253790996
8681,Border Collie,6,medium,Male,26.771076350450407,35.74604891468022
4035,Labrador Retriever,11,large,Female,29.941106919530565,28.41607671389278
4109,Border Collie,13,medium,Female,27.29333522104793,25.06063055561917
7236,German Shepherd,1,large,Male,30.05555473039073,27.851809795989404
6422,Shih Tzu,12,small,Female,29.50682266089904,34.001365891804625
8683,Dachshund,10,small,Female,26.924858618616504,27.749666885331177
9861,Great Dane,11,large,Female,22.456901128600503,25.34889975290409
6817,Labrador Retriever,1,large,Male,28.878313596486386,31.609114356655034
6366,Bulldog,7,medium,Female,29.12567493747237,28.813807004812972
3392,Great Dane,12,large,Female,22.72238221416745,35.03810148869532
1178,Beagle,9,small,Female,28.3470851011284,30.18453934507251
8279,Labrador Retriever,2,large,Female,24.79387728218735,26.187997392935653
6715,Poodle,1,small,Male,26.92450600723553,35.69801826791598
1634,German Shepherd,2,large,Female,27.13565685781064,25.55119307380039
8118,French Griffon,12,small,Male,23.765203473515594,29.374454872445185
3234,French Bulldog,12,small,Female,27.893877000955115,27.865590209162804
5975,Bulldog,4,medium,Male,27.256136921708354,31.16191931316064
1601,Bulldog,6,medium,Female,25.288197382593168,33.331218152389624
9035,Great Dane,8,large,Male,30.574416511407726,26.64349996379886
4930,French Bulldog,4,small,Male,25.28398643437768,29.729242723161143
2740,Yorkshire Terrier,13,small,Male,23.507441652428433,31.479224279413557
9060,Yorkshire Terrier,12,small,Female,27.45114025546879,26.766285593506016
2142,Yorkshire Terrier,14,small,Male,28.472207356334806,27.10922462243566
4265,Great Dane,1,large,Female,28.041669051502126,31.095768520228987
9284,French Griffon,15,small,Male,27.880594591657932,30.300987471085776
5164,Boxer,13,medium,Female,30.89870209728388,34.596767900237765
2269,Chihuahua,3,small,Male,23.01149607787386,27.02909970800574
9625,Border Collie,7,medium,Male,22.87452033567286,35.7936929740254
1228,Australian Shepherd,1,medium,Male,27.80891490877997,31.193057971379176
6302,Siberian Husky,5,medium,Female,27.151951163594827,31.579036747858435
3738,Maltese,6,small,Female,25.32279908684955,27.016602249623798
6252,French Griffon,14,small,Male,26.904993504564505,27.184771246140162
5647,Australian Shepherd,14,medium,Male,28.153335773360013,26.07548522293917
5713,Australian Shepherd,7,medium,Female,26.24576205182663,28.62713492028562
2340,Great Dane,5,large,Male,30.828576789019724,33.11347379892815
8210,Bulldog,14,medium,Female,28.733063387141183,33.42324860792824
4807,Border Collie,3,medium,Male,22.179590386169007,34.18215409038317
1870,Pomeranian,3,small,Female,26.06019981077862,26.933450163089802
2541,Pomeranian,9,small,Male,27.380344548918234,26.241371826993824
4936,Shih Tzu,5,small,Male,29.46459369812522,31.968949516955377
9816,Maltese,4,small,Female,27.912618808170272,32.228624629265035
6731,Beagle,7,small,Female,24.325216331077783,27.606137016616444
5837,French Bulldog,1,small,Female,28.545691396084997,25.33221073542749
2616,Siberian Husky,12,medium,Male,24.693951823637573,30.48877351026409
2816,Labrador Retriever,11,large,Female,26.838246201559482,34.96996228345505
7523,Yorkshire Terrier,11,small,Female,26.53937251026869,25.45692419124221
4402,Chihuahua,10,small,Female,24.28685495425954,30.17056240546366
1152,Rottweiler,8,large,Male,22.86251013077615,28.065424923609168
8083,Dachshund,8,small,Male,22.377212103232797,28.284584503489874
8627,Maltese,6,small,Female,28.06428770867353,34.315412362805866
7262,Boxer,9,medium,Male,30.59036381826617,25.228775626662873
3533,Great Dane,4,large,Male,26.938767806993653,28.654478222466626
3859,French Griffon,8,small,Female,25.697648758075182,29.104816893232552
8639,Doberman Pinscher,5,large,Female,26.144808524688905,30.569945654744103
1845,Labrador Retriever,9,large,Female,22.703013189373404,33.21037172942053
9639,Golden Retriever,1,large,Female,28.963236210136984,29.977920487657464
6469,Yorkshire Terrier,2,small,Female,29.247386036388818,30.796904706296353
3390,Doberman Pinscher,3,large,Female,28.219610451670682,34.01077820839177
6945,Siberian Husky,7,medium,Female,24.155158713258906,28.03131172795266
1060,Pomeranian,7,small,Female,23.47271890780059,34.152671067283684
6912,Bulldog,12,medium,Male,25.638773284712318,32.406297699319545
8722,Dachshund,4,small,Female,30.019155017050366,32.660958244930185
7501,Golden Retriever,11,large,Male,26.31850101204602,27.102413973043806
7423,French Bulldog,1,small,Male,27.1862535913724,30.02864149420738
9209,Shih Tzu,4,small,Male,26.868689389042824,25.87678968998584
2183,Border Collie,12,medium,Male,28.874132146121898,30.827066678300795
6003,French Bulldog,10,small,Female,28.83194777026712,28.987509245814955
1368,Bulldog,14,medium,Female,22.422156714303878,33.060082492750134
6599,Rottweiler,12,large,Male,30.063813136539515,28.406440089963702
4103,Pomeranian,13,small,Female,25.57966697196204,31.143025127553706
2141,Pomeranian,9,small,Male,26.785933220299974,25.549573709334133
5950,Siberian Husky,5,medium,Female,24.43757664513648,31.604719786592163
1220,Beagle,15,small,Male,25.531249721612337,30.04044978841582
9075,Rottweiler,8,large,Male,25.563684900562684,34.471541146151495
9882,Golden Retriever,12,large,Female,24.443039939594122,33.17339202281127
6694,Shih Tzu,1,small,Male,27.177642266333685,29.74646159855938
6695,Golden Retriever,8,large,Female,23.935165852351687,34.129781304107006
9348,Australian Shepherd,15,medium,Male,29.329472314678107,32.40068467924266
6732,Labrador Retriever,14,large,Female,26.69922130486495,25.079836982982034
8697,German Shepherd,7,large,Female,25.14748424982335,26.403465648274068
8320,Labrador Retriever,2,large,Female,25.843674221068753,33.0911038187215
4349,Great Dane,15,large,Male,23.447004322382135,35.74286529381882
4036,Siberian Husky,3,medium,Male,29.810351816612442,28.958450120869912
4818,Golden Retriever,15,large,Male,27.959009283476465,35.46059648313908
5819,Poodle,8,small,Female,26.250225720188343,34.48775888613113
3201,French Griffon,7,small,Male,30.180327106339753,30.13567664626082
1459,German Shepherd,8,large,Male,30.140867547807396,26.73991082728026
3207,Boxer,15,medium,Female,24.158623544364797,25.279939308432944
2095,Siberian Husky,6,medium,Male,23.882099368474112,28.473680704731734
7795,Boxer,3,medium,Female,23.720910179722942,34.06536635921157
8452,Golden Retriever,10,large,Female,26.497878220212925,33.74681738692703
1194,Rottweiler,4,large,Male,24.173856470139658,29.30954046026158
7123,Shih Tzu,6,small,Male,26.71966830055164,35.75132373634432
6125,Beagle,11,small,Male,28.17226549118754,31.627113349458714
9429,Chihuahua,14,small,Female,27.019413103104483,28.947606205178374
6635,Beagle,14,small,Male,26.30482411438249,33.18912920608571
6753,Doberman Pinscher,1,large,Female,28.256431766798304,35.33802708365705
9057,Boxer,6,medium,Male,26.85603501630514,35.86410747960403
3856,Chihuahua,2,small,Female,23.063925431478324,30.59027406625977
2456,Dachshund,8,small,Male,24.23619759762269,28.383657645502613
7807,Shih Tzu,12,small,Female,25.59146575140367,33.41313966834334
4831,Pomeranian,3,small,Female,22.94714532211917,35.155817225872134
9281,Siberian Husky,12,medium,Female,30.65164356988703,33.13618637321717
9187,Poodle,5,small,Male,24.606037907839422,28.06778315159874
1915,Yorkshire Terrier,5,small,Female,30.074881650895747,31.916322837174505
